type;skz;desc;coords;street;zip;city;keeper;classes;pupils;male;female;lt_type;lt_skz;lt_desc;lt_ipub_desc;lt_street;lt_zip;lt_city;count
VS;921101;Volksschule;1824381.76,6155289.99;Irenäusgasse 2;1210;Wien;öffentl.;17;381;201;180;AHS;921026;Bundesgymnasium;AHS-Unterstufe;Franklinstraße 21;1210;Wien;0
VS;921101;Volksschule;1824381.76,6155289.99;Irenäusgasse 2;1210;Wien;öffentl.;17;381;201;180;AHS;921076;Bundesgymnasium, Bundesrealgymnasium und Bundes-Oberstufenrealgymnasium;AHS-Unterstufe;Gerasdorferstraße 103;1210;Wien;0
VS;921101;Volksschule;1824381.76,6155289.99;Irenäusgasse 2;1210;Wien;öffentl.;17;381;201;180;NMSH;921152;Mittelschule;Neue Mittelschule an Hauptschulen;Dr. Rudolf-Schön-Weg 1;1210;Wien;0
VS;921101;Volksschule;1824381.76,6155289.99;Irenäusgasse 2;1210;Wien;öffentl.;17;381;201;180;VS;921101;Volksschule;Wiederholung der Schulstufe im gleichen Schultyp;Irenäusgasse 2;1210;Wien;0
VS;921101;Volksschule;1824381.76,6155289.99;Irenäusgasse 2;1210;Wien;öffentl.;17;381;201;180;AHS;921046;Bundesgymnasium;AHS-Unterstufe;Franklinstraße 26;1210;Wien;0
VS;921101;Volksschule;1824381.76,6155289.99;Irenäusgasse 2;1210;Wien;öffentl.;17;381;201;180;NMSH;921042;Mittelschule;Neue Mittelschule an Hauptschulen;Regnerweg 6;1210;Wien;0
VS;921101;Volksschule;1824381.76,6155289.99;Irenäusgasse 2;1210;Wien;öffentl.;17;381;201;180;AHS;921066;Bundesgymnasium und Bundesrealgymnasium  - Schulschiff Bertha von Suttner;AHS-Unterstufe;Donauinselplatz;1210;Wien;0
VS;921101;Volksschule;1824381.76,6155289.99;Irenäusgasse 2;1210;Wien;öffentl.;17;381;201;180;VS;922051;Volksschule;Wiederholung der Schulstufe im gleichen Schultyp;Georg-Bilgeri-Straße 13;1220;Wien;0
VS;921101;Volksschule;1824381.76,6155289.99;Irenäusgasse 2;1210;Wien;öffentl.;17;381;201;180;NMSH;921072;Mittelschule;Neue Mittelschule an Hauptschulen;Pastorstraße 29;1210;Wien;0
VS;921101;Volksschule;1824381.76,6155289.99;Irenäusgasse 2;1210;Wien;öffentl.;17;381;201;180;NMSH;921082;Mittelschule;Neue Mittelschule an Hauptschulen;Reisgasse 1;1210;Wien;0
VS;921101;Volksschule;1824381.76,6155289.99;Irenäusgasse 2;1210;Wien;öffentl.;17;381;201;180;AHS;907066;Bundesrealgymnasium und Bundes-Oberstufenrealgymnasium für Studierende der Musik;AHS-Unterstufe;Neustiftgasse 95-99;1070;Wien;0
VS;921101;Volksschule;1824381.76,6155289.99;Irenäusgasse 2;1210;Wien;öffentl.;17;381;201;180;AHS;922026;Bundesrealgymnasium;AHS-Unterstufe;Polgarstraße 24;1220;Wien;0
VS;921101;Volksschule;1824381.76,6155289.99;Irenäusgasse 2;1210;Wien;öffentl.;17;381;201;180;NMSH;312042;Mittelschule I;Neue Mittelschule an Hauptschulen;Windmühlgasse 3;2100;Korneuburg;0
VS;921111;Volksschule;1825832.08,6153566.68;Jochbergengasse 1;1210;Wien;öffentl.;18;412;233;179;NMSH;921132;Mittelschule;Neue Mittelschule an Hauptschulen;Jochbergengasse 1;1210;Wien;27
VS;921111;Volksschule;1825832.08,6153566.68;Jochbergengasse 1;1210;Wien;öffentl.;18;412;233;179;AHS;921056;Bundesgymnasium;AHS-Unterstufe;Ödenburger Straße 74;1210;Wien;16
VS;921111;Volksschule;1825832.08,6153566.68;Jochbergengasse 1;1210;Wien;öffentl.;18;412;233;179;NMSH;921182;Mittelschule (Paul Grüninger);Neue Mittelschule an Hauptschulen;Hanreitergasse 2;1210;Wien;0
VS;921111;Volksschule;1825832.08,6153566.68;Jochbergengasse 1;1210;Wien;öffentl.;18;412;233;179;NMSH;921042;Mittelschule;Neue Mittelschule an Hauptschulen;Regnerweg 6;1210;Wien;0
VS;921111;Volksschule;1825832.08,6153566.68;Jochbergengasse 1;1210;Wien;öffentl.;18;412;233;179;NMSH;921082;Mittelschule;Neue Mittelschule an Hauptschulen;Reisgasse 1;1210;Wien;0
VS;921111;Volksschule;1825832.08,6153566.68;Jochbergengasse 1;1210;Wien;öffentl.;18;412;233;179;AHS;921076;Bundesgymnasium, Bundesrealgymnasium und Bundes-Oberstufenrealgymnasium;AHS-Unterstufe;Gerasdorferstraße 103;1210;Wien;0
VS;921111;Volksschule;1825832.08,6153566.68;Jochbergengasse 1;1210;Wien;öffentl.;18;412;233;179;AHS;919036;Bundesgymnasium;AHS-Unterstufe;Billrothstraße 26-30;1190;Wien;0
VS;921111;Volksschule;1825832.08,6153566.68;Jochbergengasse 1;1210;Wien;öffentl.;18;412;233;179;AHS;921066;Bundesgymnasium und Bundesrealgymnasium  - Schulschiff Bertha von Suttner;AHS-Unterstufe;Donauinselplatz;1210;Wien;0
VS;921111;Volksschule;1825832.08,6153566.68;Jochbergengasse 1;1210;Wien;öffentl.;18;412;233;179;NMSH;913032;Private Mittelschule des Schulvereins der Dominikanerinnen;Neue Mittelschule an Hauptschulen;Schlossberggasse 17;1130;Wien;0
VS;921111;Volksschule;1825832.08,6153566.68;Jochbergengasse 1;1210;Wien;öffentl.;18;412;233;179;AHS;922016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Bernoullistraße 3;1220;Wien;0
VS;921111;Volksschule;1825832.08,6153566.68;Jochbergengasse 1;1210;Wien;öffentl.;18;412;233;179;NMSH;921072;Mittelschule;Neue Mittelschule an Hauptschulen;Pastorstraße 29;1210;Wien;0
VS;921111;Volksschule;1825832.08,6153566.68;Jochbergengasse 1;1210;Wien;öffentl.;18;412;233;179;NMSH;921092;Mittelschule;Neue Mittelschule an Hauptschulen;Roda-Roda-Gasse 3;1210;Wien;0
VS;921111;Volksschule;1825832.08,6153566.68;Jochbergengasse 1;1210;Wien;öffentl.;18;412;233;179;NMSH;921142;Mittelschule I;Neue Mittelschule an Hauptschulen;Adolf-Loos-Gasse 2;1210;Wien;0
VS;921111;Volksschule;1825832.08,6153566.68;Jochbergengasse 1;1210;Wien;öffentl.;18;412;233;179;NMSH;922013;Allgemeine Sonderschule;Neue Mittelschule an Hauptschulen;Steinbrechergasse 6;1220;Wien;0
VS;921111;Volksschule;1825832.08,6153566.68;Jochbergengasse 1;1210;Wien;öffentl.;18;412;233;179;VS;919043;Allgemeine Sonderschule,  Volksschule und Sonderschule für schwerstbehinderte Kinder der Caritas der Erzdiözese Wien;Sonderschulen;Gspöttgraben 5;1190;Wien;0
VS;921121;Volksschule;1831071.71,6153916.85;Lavantgasse 35;1210;Wien;öffentl.;13;302;156;146;AHS;921076;Bundesgymnasium, Bundesrealgymnasium und Bundes-Oberstufenrealgymnasium;AHS-Unterstufe;Gerasdorferstraße 103;1210;Wien;29
VS;921121;Volksschule;1831071.71,6153916.85;Lavantgasse 35;1210;Wien;öffentl.;13;302;156;146;NMSH;921182;Mittelschule (Paul Grüninger);Neue Mittelschule an Hauptschulen;Hanreitergasse 2;1210;Wien;12
VS;921121;Volksschule;1831071.71,6153916.85;Lavantgasse 35;1210;Wien;öffentl.;13;302;156;146;NMSH;921042;Mittelschule;Neue Mittelschule an Hauptschulen;Regnerweg 6;1210;Wien;0
VS;921121;Volksschule;1831071.71,6153916.85;Lavantgasse 35;1210;Wien;öffentl.;13;302;156;146;AHS;921056;Bundesgymnasium;AHS-Unterstufe;Ödenburger Straße 74;1210;Wien;0
VS;921121;Volksschule;1831071.71,6153916.85;Lavantgasse 35;1210;Wien;öffentl.;13;302;156;146;NMSH;921132;Mittelschule;Neue Mittelschule an Hauptschulen;Jochbergengasse 1;1210;Wien;0
VS;921121;Volksschule;1831071.71,6153916.85;Lavantgasse 35;1210;Wien;öffentl.;13;302;156;146;NMSH;921172;Mittelschule;Neue Mittelschule an Hauptschulen;Aderklaaer Straße 2;1210;Wien;0
VS;921121;Volksschule;1831071.71,6153916.85;Lavantgasse 35;1210;Wien;öffentl.;13;302;156;146;NMSH;312092;Mittelschule;Neue Mittelschule an Hauptschulen;Bahnstraße 26;2201;Gerasdorf bei Wien;0
VS;921121;Volksschule;1831071.71,6153916.85;Lavantgasse 35;1210;Wien;öffentl.;13;302;156;146;NMSH;921112;Private Praxismittelschule Strebersdorf der Kirchlichen Pädagogischen Hochschule Wien/Krems (921670);Neue Mittelschule an Hauptschulen;Mayerweckstraße 1;1210;Wien;0
VS;921121;Volksschule;1831071.71,6153916.85;Lavantgasse 35;1210;Wien;öffentl.;13;302;156;146;AHS;921046;Bundesgymnasium;AHS-Unterstufe;Franklinstraße 26;1210;Wien;0
VS;921121;Volksschule;1831071.71,6153916.85;Lavantgasse 35;1210;Wien;öffentl.;13;302;156;146;NMSA;922076;Evangelisches Realgymnasium Donaustadt mit Modellversuch Mittelschule des Evangelischen Schulwerks A.B. Wien;Neue Mittelschule an AHS;Maculangasse 2;1220;Wien;0
VS;921121;Volksschule;1831071.71,6153916.85;Lavantgasse 35;1210;Wien;öffentl.;13;302;156;146;AHS;921026;Bundesgymnasium;AHS-Unterstufe;Franklinstraße 21;1210;Wien;0
VS;921121;Volksschule;1831071.71,6153916.85;Lavantgasse 35;1210;Wien;öffentl.;13;302;156;146;AHS;921036;Privates Gymnasium, Realgymnasium und Oberstufenrealgymnasium des Schulvereins De La Salle;AHS-Unterstufe;Anton-Böck-Gasse 37;1210;Wien;0
VS;921121;Volksschule;1831071.71,6153916.85;Lavantgasse 35;1210;Wien;öffentl.;13;302;156;146;NMSA;907026;Bundesgymnasium und Bundesrealgymnasium mit Modellversuch Mittelschule;Neue Mittelschule an AHS;Kandlgasse 39;1070;Wien;0
VS;921121;Volksschule;1831071.71,6153916.85;Lavantgasse 35;1210;Wien;öffentl.;13;302;156;146;AHS;307026;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Ehrenbrunngasse 6;2320;Schwechat;0
VS;921121;Volksschule;1831071.71,6153916.85;Lavantgasse 35;1210;Wien;öffentl.;13;302;156;146;AHS;921066;Bundesgymnasium und Bundesrealgymnasium  - Schulschiff Bertha von Suttner;AHS-Unterstufe;Donauinselplatz;1210;Wien;0
VS;921121;Volksschule;1831071.71,6153916.85;Lavantgasse 35;1210;Wien;öffentl.;13;302;156;146;NMSH;903092;Private Mittelschule Sacre Coeur der Schulstiftung der Erzdiözese Wien;Neue Mittelschule an Hauptschulen;Fasangasse 4;1030;Wien;0
VS;921121;Volksschule;1831071.71,6153916.85;Lavantgasse 35;1210;Wien;öffentl.;13;302;156;146;AHS;921126;Priv. Gymnasium u. Realgymn. Avicenna (Ibn Sina) d. Ver. Kulturv. f. Völkerverst.u. Bildung, Hafes-Goethe (HAGOE);AHS-Unterstufe;Pragerstraße 124;1210;Wien;0
VS;921121;Volksschule;1831071.71,6153916.85;Lavantgasse 35;1210;Wien;öffentl.;13;302;156;146;AHS;922016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Bernoullistraße 3;1220;Wien;0
VS;921121;Volksschule;1831071.71,6153916.85;Lavantgasse 35;1210;Wien;öffentl.;13;302;156;146;AHS;903026;Bundesgymnasium und Bundesrealgymnasium unter besonderer Berücksichtigung der musischen Ausbildung (HIB);AHS-Unterstufe;Boerhaavegasse 15;1030;Wien;0
VS;921121;Volksschule;1831071.71,6153916.85;Lavantgasse 35;1210;Wien;öffentl.;13;302;156;146;AHS;915066;Bundesgymnasium;AHS-Unterstufe;Auf der Schmelz 4;1150;Wien;0
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;AHS;921046;Bundesgymnasium;AHS-Unterstufe;Franklinstraße 26;1210;Wien;21
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;NMSH;921052;Mittelschule;Neue Mittelschule an Hauptschulen;Kinzerplatz 9;1210;Wien;18
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;NMSH;921032;Mittelschule;Neue Mittelschule an Hauptschulen;Deublergasse 21;1210;Wien;10
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;AHS;921026;Bundesgymnasium;AHS-Unterstufe;Franklinstraße 21;1210;Wien;10
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;NMSH;921152;Mittelschule;Neue Mittelschule an Hauptschulen;Dr. Rudolf-Schön-Weg 1;1210;Wien;0
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;VS;921131;Volksschule;Wiederholung der Schulstufe im gleichen Schultyp;Mengergasse 33;1210;Wien;0
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;AHS;921066;Bundesgymnasium und Bundesrealgymnasium  - Schulschiff Bertha von Suttner;AHS-Unterstufe;Donauinselplatz;1210;Wien;0
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;NMSH;921172;Mittelschule;Neue Mittelschule an Hauptschulen;Aderklaaer Straße 2;1210;Wien;0
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;NMSH;921042;Mittelschule;Neue Mittelschule an Hauptschulen;Regnerweg 6;1210;Wien;0
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;NMSH;921082;Mittelschule;Neue Mittelschule an Hauptschulen;Reisgasse 1;1210;Wien;0
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;NMSH;921092;Mittelschule;Neue Mittelschule an Hauptschulen;Roda-Roda-Gasse 3;1210;Wien;0
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;NMSH;921102;Private Mittelschule des Schulvereins De La Salle;Neue Mittelschule an Hauptschulen;Anton-Böck-Gasse 20;1210;Wien;0
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;NMSH;921112;Private Praxismittelschule Strebersdorf der Kirchlichen Pädagogischen Hochschule Wien/Krems (921670);Neue Mittelschule an Hauptschulen;Mayerweckstraße 1;1210;Wien;0
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;NMSH;902082;Private Mittelschule des Schulvereins der Schulschwestern vom III. Orden des hl. Franziskus;Neue Mittelschule an Hauptschulen;Obere Augartenstraße 34;1020;Wien;0
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;NMSH;921182;Mittelschule (Paul Grüninger);Neue Mittelschule an Hauptschulen;Hanreitergasse 2;1210;Wien;0
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;NMSH;922012;Mittelschule;Neue Mittelschule an Hauptschulen;Anton-Sattler-Gasse 93;1220;Wien;0
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;NMSH;922032;Mittelschule;Neue Mittelschule an Hauptschulen;Stadlau, Konstanziagasse 50;1220;Wien;0
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;SS;921013;Allgemeine Sonderschule;Sonderschulen;Franklinstraße 27-33/I;1210;Wien;0
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;AHS;107016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Bundesschulstraße 3;7100;Neusiedl am See;0
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;AHS;919046;Bundesrealgymnasium;AHS-Unterstufe;Krottenbachstraße 11;1190;Wien;0
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;NMSH;601292;Mittelschule;Neue Mittelschule an Hauptschulen;Liebenauer Hauptstraße 173;8041;Graz-Liebenau;0
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;NMSH;308172;Mittelschule;Neue Mittelschule an Hauptschulen;Schönkirchnerstraße 5;2231;Strasshof an der Nordbahn;0
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;AHS;921076;Bundesgymnasium, Bundesrealgymnasium und Bundes-Oberstufenrealgymnasium;AHS-Unterstufe;Gerasdorferstraße 103;1210;Wien;0
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;AHS;922016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Bernoullistraße 3;1220;Wien;0
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;NMSH;101012;Mittelschule;Neue Mittelschule an Hauptschulen;Rosental;7001;Eisenstadt;0
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;NMSH;911032;Mittelschule;Neue Mittelschule an Hauptschulen;Rzehakgasse 7;1110;Wien;0
VS;921131;Volksschule;1826752.83,6149574.9;Mengergasse 33;1210;Wien;öffentl.;22;491;249;242;NMSH;921072;Mittelschule;Neue Mittelschule an Hauptschulen;Pastorstraße 29;1210;Wien;0
VS;921141;Volksschule;1830601.04,6152184.5;Pastorstraße 29;1210;Wien;öffentl.;15;284;158;126;NMSH;921142;Mittelschule I;Neue Mittelschule an Hauptschulen;Adolf-Loos-Gasse 2;1210;Wien;18
VS;921141;Volksschule;1830601.04,6152184.5;Pastorstraße 29;1210;Wien;öffentl.;15;284;158;126;NMSH;921072;Mittelschule;Neue Mittelschule an Hauptschulen;Pastorstraße 29;1210;Wien;12
VS;921141;Volksschule;1830601.04,6152184.5;Pastorstraße 29;1210;Wien;öffentl.;15;284;158;126;AHS;921026;Bundesgymnasium;AHS-Unterstufe;Franklinstraße 21;1210;Wien;7
VS;921141;Volksschule;1830601.04,6152184.5;Pastorstraße 29;1210;Wien;öffentl.;15;284;158;126;NMSH;921172;Mittelschule;Neue Mittelschule an Hauptschulen;Aderklaaer Straße 2;1210;Wien;0
VS;921141;Volksschule;1830601.04,6152184.5;Pastorstraße 29;1210;Wien;öffentl.;15;284;158;126;AHS;921046;Bundesgymnasium;AHS-Unterstufe;Franklinstraße 26;1210;Wien;0
VS;921141;Volksschule;1830601.04,6152184.5;Pastorstraße 29;1210;Wien;öffentl.;15;284;158;126;NMSH;922112;Mittelschule;Neue Mittelschule an Hauptschulen;Mira-Lobe-Weg 4;1220;Wien;0
VS;921141;Volksschule;1830601.04,6152184.5;Pastorstraße 29;1210;Wien;öffentl.;15;284;158;126;AHS;922016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Bernoullistraße 3;1220;Wien;0
VS;921141;Volksschule;1830601.04,6152184.5;Pastorstraße 29;1210;Wien;öffentl.;15;284;158;126;VS;921141;Volksschule;Wiederholung der Schulstufe im gleichen Schultyp;Pastorstraße 29;1210;Wien;0
VS;921141;Volksschule;1830601.04,6152184.5;Pastorstraße 29;1210;Wien;öffentl.;15;284;158;126;AHS;921056;Bundesgymnasium;AHS-Unterstufe;Ödenburger Straße 74;1210;Wien;0
VS;921141;Volksschule;1830601.04,6152184.5;Pastorstraße 29;1210;Wien;öffentl.;15;284;158;126;AHS;921066;Bundesgymnasium und Bundesrealgymnasium  - Schulschiff Bertha von Suttner;AHS-Unterstufe;Donauinselplatz;1210;Wien;0
VS;921141;Volksschule;1830601.04,6152184.5;Pastorstraße 29;1210;Wien;öffentl.;15;284;158;126;AHS;921076;Bundesgymnasium, Bundesrealgymnasium und Bundes-Oberstufenrealgymnasium;AHS-Unterstufe;Gerasdorferstraße 103;1210;Wien;0
VS;921141;Volksschule;1830601.04,6152184.5;Pastorstraße 29;1210;Wien;öffentl.;15;284;158;126;NMSH;922102;Mittelschule;Neue Mittelschule an Hauptschulen;Afritschgasse 56;1220;Wien;0
VS;921141;Volksschule;1830601.04,6152184.5;Pastorstraße 29;1210;Wien;öffentl.;15;284;158;126;NMSH;920131;Volksschule und Mittelschule (Integrative Lernwerkstatt Brigittenau);Neue Mittelschule an Hauptschulen;Vorgartenstraße 50;1200;Wien;0
VS;921141;Volksschule;1830601.04,6152184.5;Pastorstraße 29;1210;Wien;öffentl.;15;284;158;126;NMSH;921052;Mittelschule;Neue Mittelschule an Hauptschulen;Kinzerplatz 9;1210;Wien;0
VS;921141;Volksschule;1830601.04,6152184.5;Pastorstraße 29;1210;Wien;öffentl.;15;284;158;126;NMSH;921082;Mittelschule;Neue Mittelschule an Hauptschulen;Reisgasse 1;1210;Wien;0
VS;921141;Volksschule;1830601.04,6152184.5;Pastorstraße 29;1210;Wien;öffentl.;15;284;158;126;NMSH;921092;Mittelschule;Neue Mittelschule an Hauptschulen;Roda-Roda-Gasse 3;1210;Wien;0
VS;921141;Volksschule;1830601.04,6152184.5;Pastorstraße 29;1210;Wien;öffentl.;15;284;158;126;NMSH;921132;Mittelschule;Neue Mittelschule an Hauptschulen;Jochbergengasse 1;1210;Wien;0
VS;921141;Volksschule;1830601.04,6152184.5;Pastorstraße 29;1210;Wien;öffentl.;15;284;158;126;NMSH;914012;Sportmittelschule Hadersdorf (Hauptstraße 80);Neue Mittelschule an Hauptschulen;dzt. p.A.: Deutschordenstraße 4;1140;Wien;0
VS;921141;Volksschule;1830601.04,6152184.5;Pastorstraße 29;1210;Wien;öffentl.;15;284;158;126;SS;921013;Allgemeine Sonderschule;Sonderschulen;Franklinstraße 27-33/I;1210;Wien;0
VS;921161;Volksschule;1825774.99,6148888.19;Priessnitzgasse 1/I;1210;Wien;öffentl.;12;256;139;117;NMSH;921152;Mittelschule;Neue Mittelschule an Hauptschulen;Dr. Rudolf-Schön-Weg 1;1210;Wien;12
VS;921161;Volksschule;1825774.99,6148888.19;Priessnitzgasse 1/I;1210;Wien;öffentl.;12;256;139;117;AHS;921026;Bundesgymnasium;AHS-Unterstufe;Franklinstraße 21;1210;Wien;12
VS;921161;Volksschule;1825774.99,6148888.19;Priessnitzgasse 1/I;1210;Wien;öffentl.;12;256;139;117;NMSH;921052;Mittelschule;Neue Mittelschule an Hauptschulen;Kinzerplatz 9;1210;Wien;11
VS;921161;Volksschule;1825774.99,6148888.19;Priessnitzgasse 1/I;1210;Wien;öffentl.;12;256;139;117;AHS;921046;Bundesgymnasium;AHS-Unterstufe;Franklinstraße 26;1210;Wien;0
VS;921161;Volksschule;1825774.99,6148888.19;Priessnitzgasse 1/I;1210;Wien;öffentl.;12;256;139;117;NMSH;921032;Mittelschule;Neue Mittelschule an Hauptschulen;Deublergasse 21;1210;Wien;0
VS;921161;Volksschule;1825774.99,6148888.19;Priessnitzgasse 1/I;1210;Wien;öffentl.;12;256;139;117;VS;921161;Volksschule;Wiederholung der Schulstufe im gleichen Schultyp;Priessnitzgasse 1/I;1210;Wien;0
VS;921161;Volksschule;1825774.99,6148888.19;Priessnitzgasse 1/I;1210;Wien;öffentl.;12;256;139;117;NMSH;921042;Mittelschule;Neue Mittelschule an Hauptschulen;Regnerweg 6;1210;Wien;0
VS;921161;Volksschule;1825774.99,6148888.19;Priessnitzgasse 1/I;1210;Wien;öffentl.;12;256;139;117;NMSH;921132;Mittelschule;Neue Mittelschule an Hauptschulen;Jochbergengasse 1;1210;Wien;0
VS;921161;Volksschule;1825774.99,6148888.19;Priessnitzgasse 1/I;1210;Wien;öffentl.;12;256;139;117;NMSH;921142;Mittelschule I;Neue Mittelschule an Hauptschulen;Adolf-Loos-Gasse 2;1210;Wien;0
VS;921161;Volksschule;1825774.99,6148888.19;Priessnitzgasse 1/I;1210;Wien;öffentl.;12;256;139;117;NMSH;108072;Mittelschule;Neue Mittelschule an Hauptschulen;Eisenstädterstraße 9;7350;Oberpullendorf;0
VS;921161;Volksschule;1825774.99,6148888.19;Priessnitzgasse 1/I;1210;Wien;öffentl.;12;256;139;117;VS;923271;Volksschule;Wiederholung der Schulstufe im gleichen Schultyp;Carlbergergasse 72;1230;Wien;0
VS;921161;Volksschule;1825774.99,6148888.19;Priessnitzgasse 1/I;1210;Wien;öffentl.;12;256;139;117;NMSH;208052;Mittelschule 1;Neue Mittelschule an Hauptschulen;Kühnsdorf-Mitte 73;9125;Kühnsdorf;0
VS;921161;Volksschule;1825774.99,6148888.19;Priessnitzgasse 1/I;1210;Wien;öffentl.;12;256;139;117;NMSH;903092;Private Mittelschule Sacre Coeur der Schulstiftung der Erzdiözese Wien;Neue Mittelschule an Hauptschulen;Fasangasse 4;1030;Wien;0
VS;921161;Volksschule;1825774.99,6148888.19;Priessnitzgasse 1/I;1210;Wien;öffentl.;12;256;139;117;NMSH;918032;Private Mittelschule der Schulstiftung der Erzdiözese Wien;Neue Mittelschule an Hauptschulen;Antonigasse 72;1180;Wien;0
VS;921161;Volksschule;1825774.99,6148888.19;Priessnitzgasse 1/I;1210;Wien;öffentl.;12;256;139;117;NMSH;920072;Mittelschule;Neue Mittelschule an Hauptschulen;Stromstraße 40;1200;Wien;0
VS;921161;Volksschule;1825774.99,6148888.19;Priessnitzgasse 1/I;1210;Wien;öffentl.;12;256;139;117;NMSH;921092;Mittelschule;Neue Mittelschule an Hauptschulen;Roda-Roda-Gasse 3;1210;Wien;0
VS;921161;Volksschule;1825774.99,6148888.19;Priessnitzgasse 1/I;1210;Wien;öffentl.;12;256;139;117;NMSH;921112;Private Praxismittelschule Strebersdorf der Kirchlichen Pädagogischen Hochschule Wien/Krems (921670);Neue Mittelschule an Hauptschulen;Mayerweckstraße 1;1210;Wien;0
VS;921161;Volksschule;1825774.99,6148888.19;Priessnitzgasse 1/I;1210;Wien;öffentl.;12;256;139;117;AHS;921066;Bundesgymnasium und Bundesrealgymnasium  - Schulschiff Bertha von Suttner;AHS-Unterstufe;Donauinselplatz;1210;Wien;0
VS;921161;Volksschule;1825774.99,6148888.19;Priessnitzgasse 1/I;1210;Wien;öffentl.;12;256;139;117;AHS;921076;Bundesgymnasium, Bundesrealgymnasium und Bundes-Oberstufenrealgymnasium;AHS-Unterstufe;Gerasdorferstraße 103;1210;Wien;0
VS;921181;Volksschule;1824361.44,6151596.89;Schillgasse 31;1210;Wien;öffentl.;11;258;133;125;NMSH;921032;Mittelschule;Neue Mittelschule an Hauptschulen;Deublergasse 21;1210;Wien;11
VS;921181;Volksschule;1824361.44,6151596.89;Schillgasse 31;1210;Wien;öffentl.;11;258;133;125;NMSH;921152;Mittelschule;Neue Mittelschule an Hauptschulen;Dr. Rudolf-Schön-Weg 1;1210;Wien;8
VS;921181;Volksschule;1824361.44,6151596.89;Schillgasse 31;1210;Wien;öffentl.;11;258;133;125;VS;921181;Volksschule;Wiederholung der Schulstufe im gleichen Schultyp;Schillgasse 31;1210;Wien;0
VS;921181;Volksschule;1824361.44,6151596.89;Schillgasse 31;1210;Wien;öffentl.;11;258;133;125;AHS;921026;Bundesgymnasium;AHS-Unterstufe;Franklinstraße 21;1210;Wien;0
VS;921181;Volksschule;1824361.44,6151596.89;Schillgasse 31;1210;Wien;öffentl.;11;258;133;125;NMSH;921092;Mittelschule;Neue Mittelschule an Hauptschulen;Roda-Roda-Gasse 3;1210;Wien;0
