type;skz;desc;coords;street;zip;city;keeper;classes;pupils;male;female;lt_type;lt_skz;lt_desc;lt_ipub_desc;lt_street;lt_zip;lt_city;count
VS;101011;Volksschule;1839397.99,6081000.46;Bahnstraße 2-4;7000;Eisenstadt;öffentl.;18;378;189;189;AHS;101016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Kurzwiese;7000;Eisenstadt;36
VS;101011;Volksschule;1839397.99,6081000.46;Bahnstraße 2-4;7000;Eisenstadt;öffentl.;18;378;189;189;NMSH;101012;Mittelschule;Neue Mittelschule an Hauptschulen;Rosental;7001;Eisenstadt;28
VS;101011;Volksschule;1839397.99,6081000.46;Bahnstraße 2-4;7000;Eisenstadt;öffentl.;18;378;189;189;NMSH;101022;Private römisch-katholische Mittelschule des Vereins der Schulen der Schwestern vom Göttlichen Erlöser;Neue Mittelschule an Hauptschulen;Oberberg, Kalvarienbergplatz 8;7000;Eisenstadt;12
VS;101011;Volksschule;1839397.99,6081000.46;Bahnstraße 2-4;7000;Eisenstadt;öffentl.;18;378;189;189;AHS;101036;Gymnasium der Diözese Eisenstadt;AHS-Unterstufe;Wolfgarten;7001;Eisenstadt;9
VS;101011;Volksschule;1839397.99,6081000.46;Bahnstraße 2-4;7000;Eisenstadt;öffentl.;18;378;189;189;NMSH;106012;Mittelschule;Neue Mittelschule an Hauptschulen;Wulkalände 4;7210;Mattersburg;0
VS;101011;Volksschule;1839397.99,6081000.46;Bahnstraße 2-4;7000;Eisenstadt;öffentl.;18;378;189;189;VS;101011;Volksschule;Wiederholung der Schulstufe im gleichen Schultyp;Bahnstraße 2-4;7000;Eisenstadt;0
VS;101011;Volksschule;1839397.99,6081000.46;Bahnstraße 2-4;7000;Eisenstadt;öffentl.;18;378;189;189;NMSH;106032;Mittelschule;Neue Mittelschule an Hauptschulen;Fabriksgasse 53;7022;Schattendorf;0
VS;101061;Volksschule;1842387.73,6082932.97;Schulgasse 1;7000;Eisenstadt-Sankt Georgen;öffentl.;5;114;60;54;AHS;101016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Kurzwiese;7000;Eisenstadt;22
VS;101061;Volksschule;1842387.73,6082932.97;Schulgasse 1;7000;Eisenstadt-Sankt Georgen;öffentl.;5;114;60;54;NMSH;101022;Private römisch-katholische Mittelschule des Vereins der Schulen der Schwestern vom Göttlichen Erlöser;Neue Mittelschule an Hauptschulen;Oberberg, Kalvarienbergplatz 8;7000;Eisenstadt;7
VS;101061;Volksschule;1842387.73,6082932.97;Schulgasse 1;7000;Eisenstadt-Sankt Georgen;öffentl.;5;114;60;54;NMSH;101012;Mittelschule;Neue Mittelschule an Hauptschulen;Rosental;7001;Eisenstadt;0
VS;101061;Volksschule;1842387.73,6082932.97;Schulgasse 1;7000;Eisenstadt-Sankt Georgen;öffentl.;5;114;60;54;AHS;101036;Gymnasium der Diözese Eisenstadt;AHS-Unterstufe;Wolfgarten;7001;Eisenstadt;0
VS;101061;Volksschule;1842387.73,6082932.97;Schulgasse 1;7000;Eisenstadt-Sankt Georgen;öffentl.;5;114;60;54;NMSH;102012;Mittelschule;Neue Mittelschule an Hauptschulen;Baumgartengasse 15;7071;Rust;0
VS;101071;Volksschule;1836650.59,6080201.13;Kleinhöfleiner Hauptstraße 8a;7000;Eisenstadt;öffentl.;4;93;48;45;AHS;101016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Kurzwiese;7000;Eisenstadt;9
VS;101071;Volksschule;1836650.59,6080201.13;Kleinhöfleiner Hauptstraße 8a;7000;Eisenstadt;öffentl.;4;93;48;45;NMSH;101022;Private römisch-katholische Mittelschule des Vereins der Schulen der Schwestern vom Göttlichen Erlöser;Neue Mittelschule an Hauptschulen;Oberberg, Kalvarienbergplatz 8;7000;Eisenstadt;0
VS;101071;Volksschule;1836650.59,6080201.13;Kleinhöfleiner Hauptstraße 8a;7000;Eisenstadt;öffentl.;4;93;48;45;NMSH;101012;Mittelschule;Neue Mittelschule an Hauptschulen;Rosental;7001;Eisenstadt;0
VS;101071;Volksschule;1836650.59,6080201.13;Kleinhöfleiner Hauptstraße 8a;7000;Eisenstadt;öffentl.;4;93;48;45;AHS;101036;Gymnasium der Diözese Eisenstadt;AHS-Unterstufe;Wolfgarten;7001;Eisenstadt;0
VS;101071;Volksschule;1836650.59,6080201.13;Kleinhöfleiner Hauptstraße 8a;7000;Eisenstadt;öffentl.;4;93;48;45;NMSH;103012;Mittelschule;Neue Mittelschule an Hauptschulen;Hauptstraße 32;2491;Neufeld an der Leitha;0
VS;102011;Volksschule;1855228.74,6073850.9;Baumgartengasse 15;7071;Rust;öffentl.;3;51;25;26;NMSH;102012;Mittelschule;Neue Mittelschule an Hauptschulen;Baumgartengasse 15;7071;Rust;10
VS;102011;Volksschule;1855228.74,6073850.9;Baumgartengasse 15;7071;Rust;öffentl.;3;51;25;26;AHS;101016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Kurzwiese;7000;Eisenstadt;0
VS;102011;Volksschule;1855228.74,6073850.9;Baumgartengasse 15;7071;Rust;öffentl.;3;51;25;26;NMSH;101012;Mittelschule;Neue Mittelschule an Hauptschulen;Rosental;7001;Eisenstadt;0
VS;102011;Volksschule;1855228.74,6073850.9;Baumgartengasse 15;7071;Rust;öffentl.;3;51;25;26;AHS;101036;Gymnasium der Diözese Eisenstadt;AHS-Unterstufe;Wolfgarten;7001;Eisenstadt;0
VS;102011;Volksschule;1855228.74,6073850.9;Baumgartengasse 15;7071;Rust;öffentl.;3;51;25;26;VS;102011;Volksschule;Wiederholung der Schulstufe im gleichen Schultyp;Baumgartengasse 15;7071;Rust;0
VS;103011;Volksschule;1863204.54,6097570.94;Gottfried Kumpf-Gasse 52;7091;Breitenbrunn am Neusiedler See;öffentl.;3;50;29;21;AHS;101016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Kurzwiese;7000;Eisenstadt;0
VS;103011;Volksschule;1863204.54,6097570.94;Gottfried Kumpf-Gasse 52;7091;Breitenbrunn am Neusiedler See;öffentl.;3;50;29;21;NMSH;103022;Mittelschule;Neue Mittelschule an Hauptschulen;Schmalkräftengasse 20;7083;Purbach am Neusiedler See;0
VS;103011;Volksschule;1863204.54,6097570.94;Gottfried Kumpf-Gasse 52;7091;Breitenbrunn am Neusiedler See;öffentl.;3;50;29;21;AHS;101036;Gymnasium der Diözese Eisenstadt;AHS-Unterstufe;Wolfgarten;7001;Eisenstadt;0
VS;103011;Volksschule;1863204.54,6097570.94;Gottfried Kumpf-Gasse 52;7091;Breitenbrunn am Neusiedler See;öffentl.;3;50;29;21;NMSH;101022;Private römisch-katholische Mittelschule des Vereins der Schulen der Schwestern vom Göttlichen Erlöser;Neue Mittelschule an Hauptschulen;Oberberg, Kalvarienbergplatz 8;7000;Eisenstadt;0
VS;103011;Volksschule;1863204.54,6097570.94;Gottfried Kumpf-Gasse 52;7091;Breitenbrunn am Neusiedler See;öffentl.;3;50;29;21;VS;103011;Volksschule;Wiederholung der Schulstufe im gleichen Schultyp;Gottfried Kumpf-Gasse 52;7091;Breitenbrunn am Neusiedler See;0
VS;103021;Volksschule;1852782.77,6090203.44;Schulgasse 12;7082;Donnerskirchen;öffentl.;4;61;31;30;AHS;101016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Kurzwiese;7000;Eisenstadt;0
VS;103021;Volksschule;1852782.77,6090203.44;Schulgasse 12;7082;Donnerskirchen;öffentl.;4;61;31;30;AHS;101036;Gymnasium der Diözese Eisenstadt;AHS-Unterstufe;Wolfgarten;7001;Eisenstadt;0
VS;103021;Volksschule;1852782.77,6090203.44;Schulgasse 12;7082;Donnerskirchen;öffentl.;4;61;31;30;NMSH;101022;Private römisch-katholische Mittelschule des Vereins der Schulen der Schwestern vom Göttlichen Erlöser;Neue Mittelschule an Hauptschulen;Oberberg, Kalvarienbergplatz 8;7000;Eisenstadt;0
VS;103021;Volksschule;1852782.77,6090203.44;Schulgasse 12;7082;Donnerskirchen;öffentl.;4;61;31;30;NMSH;101012;Mittelschule;Neue Mittelschule an Hauptschulen;Rosental;7001;Eisenstadt;0
VS;103021;Volksschule;1852782.77,6090203.44;Schulgasse 12;7082;Donnerskirchen;öffentl.;4;61;31;30;NMSH;103022;Mittelschule;Neue Mittelschule an Hauptschulen;Schmalkräftengasse 20;7083;Purbach am Neusiedler See;0
VS;103021;Volksschule;1852782.77,6090203.44;Schulgasse 12;7082;Donnerskirchen;öffentl.;4;61;31;30;NMSH;107062;Sportmittelschule;Neue Mittelschule an Hauptschulen;Sportzentrum 3;7100;Neusiedl am See;0
VS;104141;Volksschule;1804046.65,5953390.52;Schulstraße 3;7543;Kukmirn;öffentl.;3;59;27;32;NMSH;104032;Mittelschule;Neue Mittelschule an Hauptschulen;Sparkassenplatz 4;7551;Stegersbach;0
VS;104141;Volksschule;1804046.65,5953390.52;Schulstraße 3;7543;Kukmirn;öffentl.;3;59;27;32;AHS;622016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Realschulstraße 6;8280;Fürstenfeld;0
VS;104141;Volksschule;1804046.65,5953390.52;Schulstraße 3;7543;Kukmirn;öffentl.;3;59;27;32;NMSH;105032;Mittelschule;Neue Mittelschule an Hauptschulen;Schulgasse 1;7571;Rudersdorf;0
VS;104141;Volksschule;1804046.65,5953390.52;Schulstraße 3;7543;Kukmirn;öffentl.;3;59;27;32;NMSH;104032;Mittelschule;Neue Mittelschule an Hauptschulen;Sparkassenplatz 4;7551;Stegersbach;0
VS;103031;Volksschule;1835021.84,6079281.65;Schulgasse 9;7051;Großhöflein;öffentl.;5;88;49;39;AHS;101016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Kurzwiese;7000;Eisenstadt;13
VS;103031;Volksschule;1835021.84,6079281.65;Schulgasse 9;7051;Großhöflein;öffentl.;5;88;49;39;NMSH;101012;Mittelschule;Neue Mittelschule an Hauptschulen;Rosental;7001;Eisenstadt;9
VS;103031;Volksschule;1835021.84,6079281.65;Schulgasse 9;7051;Großhöflein;öffentl.;5;88;49;39;NMSH;101022;Private römisch-katholische Mittelschule des Vereins der Schulen der Schwestern vom Göttlichen Erlöser;Neue Mittelschule an Hauptschulen;Oberberg, Kalvarienbergplatz 8;7000;Eisenstadt;0
VS;103031;Volksschule;1835021.84,6079281.65;Schulgasse 9;7051;Großhöflein;öffentl.;5;88;49;39;NMSH;306092;Mittelschule;Neue Mittelschule an Hauptschulen;Johann-Heigl-Gasse 2;2486;Pottendorf;0
VS;103031;Volksschule;1835021.84,6079281.65;Schulgasse 9;7051;Großhöflein;öffentl.;5;88;49;39;AHS;101036;Gymnasium der Diözese Eisenstadt;AHS-Unterstufe;Wolfgarten;7001;Eisenstadt;0
VS;103041;Volksschule;1831140.7,6086742.66;Schulgasse 10;7053;Hornstein;öffentl.;8;121;63;58;AHS;101016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Kurzwiese;7000;Eisenstadt;12
VS;103041;Volksschule;1831140.7,6086742.66;Schulgasse 10;7053;Hornstein;öffentl.;8;121;63;58;NMSH;103012;Mittelschule;Neue Mittelschule an Hauptschulen;Hauptstraße 32;2491;Neufeld an der Leitha;8
VS;103041;Volksschule;1831140.7,6086742.66;Schulgasse 10;7053;Hornstein;öffentl.;8;121;63;58;NMSH;101022;Private römisch-katholische Mittelschule des Vereins der Schulen der Schwestern vom Göttlichen Erlöser;Neue Mittelschule an Hauptschulen;Oberberg, Kalvarienbergplatz 8;7000;Eisenstadt;0
VS;103041;Volksschule;1831140.7,6086742.66;Schulgasse 10;7053;Hornstein;öffentl.;8;121;63;58;NMSH;101012;Mittelschule;Neue Mittelschule an Hauptschulen;Rosental;7001;Eisenstadt;0
VS;103041;Volksschule;1831140.7,6086742.66;Schulgasse 10;7053;Hornstein;öffentl.;8;121;63;58;AHS;306046;Don Bosco-Gymnasium Real- und Aufbaurealgymnasium des Schulvereins der Salesianer Don Boscos;AHS-Unterstufe;Don Bosco-Straße 20;2442;Unterwaltersdorf;0
VS;103041;Volksschule;1831140.7,6086742.66;Schulgasse 10;7053;Hornstein;öffentl.;8;121;63;58;AHS;101036;Gymnasium der Diözese Eisenstadt;AHS-Unterstufe;Wolfgarten;7001;Eisenstadt;0
VS;103041;Volksschule;1831140.7,6086742.66;Schulgasse 10;7053;Hornstein;öffentl.;8;121;63;58;NMSH;323012;Mittelschule;Neue Mittelschule an Hauptschulen;Hauptstraße 1;2490;Ebenfurth;0
VS;103051;Volksschule;1841674.77,6066035.55;Neugasse 41;7013;Klingenbach;öffentl.;4;48;31;17;NMSH;103032;Mittelschule;Neue Mittelschule an Hauptschulen;Haydnplatz 2;7011;Siegendorf;0
VS;103051;Volksschule;1841674.77,6066035.55;Neugasse 41;7013;Klingenbach;öffentl.;4;48;31;17;AHS;101016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Kurzwiese;7000;Eisenstadt;0
VS;103051;Volksschule;1841674.77,6066035.55;Neugasse 41;7013;Klingenbach;öffentl.;4;48;31;17;NMSH;101022;Private römisch-katholische Mittelschule des Vereins der Schulen der Schwestern vom Göttlichen Erlöser;Neue Mittelschule an Hauptschulen;Oberberg, Kalvarienbergplatz 8;7000;Eisenstadt;0
VS;103061;Volksschule;1834421.79,6096029.25;Schulgasse 24;2443;Leithaprodersdorf;öffentl.;3;55;27;28;NMSH;101012;Mittelschule;Neue Mittelschule an Hauptschulen;Rosental;7001;Eisenstadt;8
VS;103061;Volksschule;1834421.79,6096029.25;Schulgasse 24;2443;Leithaprodersdorf;öffentl.;3;55;27;28;AHS;101016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Kurzwiese;7000;Eisenstadt;0
VS;103061;Volksschule;1834421.79,6096029.25;Schulgasse 24;2443;Leithaprodersdorf;öffentl.;3;55;27;28;NMSH;101022;Private römisch-katholische Mittelschule des Vereins der Schulen der Schwestern vom Göttlichen Erlöser;Neue Mittelschule an Hauptschulen;Oberberg, Kalvarienbergplatz 8;7000;Eisenstadt;0
VS;103071;Volksschule;1838412.95,6092862.43;Hauptplatz 5;2443;Loretto;öffentl.;1;9;4;5;AHS;101016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Kurzwiese;7000;Eisenstadt;0
VS;103081;Volksschule;1854814.05,6066409.01;Eschengasse 27;7072;Mörbisch am See;öffentl.;4;59;24;35;AHS;101016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Kurzwiese;7000;Eisenstadt;0
VS;103081;Volksschule;1854814.05,6066409.01;Eschengasse 27;7072;Mörbisch am See;öffentl.;4;59;24;35;NMSH;101022;Private römisch-katholische Mittelschule des Vereins der Schulen der Schwestern vom Göttlichen Erlöser;Neue Mittelschule an Hauptschulen;Oberberg, Kalvarienbergplatz 8;7000;Eisenstadt;0
VS;103081;Volksschule;1854814.05,6066409.01;Eschengasse 27;7072;Mörbisch am See;öffentl.;4;59;24;35;NMSH;101012;Mittelschule;Neue Mittelschule an Hauptschulen;Rosental;7001;Eisenstadt;0
VS;103081;Volksschule;1854814.05,6066409.01;Eschengasse 27;7072;Mörbisch am See;öffentl.;4;59;24;35;NMSH;102012;Mittelschule;Neue Mittelschule an Hauptschulen;Baumgartengasse 15;7071;Rust;0
VS;103081;Volksschule;1854814.05,6066409.01;Eschengasse 27;7072;Mörbisch am See;öffentl.;4;59;24;35;AHS;101036;Gymnasium der Diözese Eisenstadt;AHS-Unterstufe;Wolfgarten;7001;Eisenstadt;0
VS;103081;Volksschule;1854814.05,6066409.01;Eschengasse 27;7072;Mörbisch am See;öffentl.;4;59;24;35;NMSH;108032;Mittelschule;Neue Mittelschule an Hauptschulen;Bachgasse 3a;7312;Horitschon;0
VS;103091;Volksschule;1831651.95,6080390.55;Weinberggasse 12a;7052;Müllendorf;öffentl.;4;72;38;34;NMSH;101022;Private römisch-katholische Mittelschule des Vereins der Schulen der Schwestern vom Göttlichen Erlöser;Neue Mittelschule an Hauptschulen;Oberberg, Kalvarienbergplatz 8;7000;Eisenstadt;7
VS;103091;Volksschule;1831651.95,6080390.55;Weinberggasse 12a;7052;Müllendorf;öffentl.;4;72;38;34;NMSH;101012;Mittelschule;Neue Mittelschule an Hauptschulen;Rosental;7001;Eisenstadt;0
VS;103091;Volksschule;1831651.95,6080390.55;Weinberggasse 12a;7052;Müllendorf;öffentl.;4;72;38;34;AHS;101016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Kurzwiese;7000;Eisenstadt;0
VS;103101;Volksschule;1822966.52,6084901.52;Hauptstraße 32;2491;Neufeld an der Leitha;öffentl.;9;153;78;75;AHS;101016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Kurzwiese;7000;Eisenstadt;19
VS;103101;Volksschule;1822966.52,6084901.52;Hauptstraße 32;2491;Neufeld an der Leitha;öffentl.;9;153;78;75;NMSH;103012;Mittelschule;Neue Mittelschule an Hauptschulen;Hauptstraße 32;2491;Neufeld an der Leitha;16
VS;103101;Volksschule;1822966.52,6084901.52;Hauptstraße 32;2491;Neufeld an der Leitha;öffentl.;9;153;78;75;AHS;101036;Gymnasium der Diözese Eisenstadt;AHS-Unterstufe;Wolfgarten;7001;Eisenstadt;0
VS;103101;Volksschule;1822966.52,6084901.52;Hauptstraße 32;2491;Neufeld an der Leitha;öffentl.;9;153;78;75;NMSH;101022;Private römisch-katholische Mittelschule des Vereins der Schulen der Schwestern vom Göttlichen Erlöser;Neue Mittelschule an Hauptschulen;Oberberg, Kalvarienbergplatz 8;7000;Eisenstadt;0
VS;103101;Volksschule;1822966.52,6084901.52;Hauptstraße 32;2491;Neufeld an der Leitha;öffentl.;9;153;78;75;NMSH;304062;Mittelschule (Bilingual Junior High School);Neue Mittelschule an Hauptschulen;Europaallee 2;2700;Wiener Neustadt;0
VS;103101;Volksschule;1822966.52,6084901.52;Hauptstraße 32;2491;Neufeld an der Leitha;öffentl.;9;153;78;75;VS;103101;Volksschule;Wiederholung der Schulstufe im gleichen Schultyp;Hauptstraße 32;2491;Neufeld an der Leitha;0
VS;103111;Volksschule;1854461.1,6078836.71;Schulgasse 6;7063;Oggau am Neusiedler See;öffentl.;4;63;41;22;NMSH;101022;Private römisch-katholische Mittelschule des Vereins der Schulen der Schwestern vom Göttlichen Erlöser;Neue Mittelschule an Hauptschulen;Oberberg, Kalvarienbergplatz 8;7000;Eisenstadt;0
VS;103111;Volksschule;1854461.1,6078836.71;Schulgasse 6;7063;Oggau am Neusiedler See;öffentl.;4;63;41;22;NMSH;102012;Mittelschule;Neue Mittelschule an Hauptschulen;Baumgartengasse 15;7071;Rust;0
VS;103111;Volksschule;1854461.1,6078836.71;Schulgasse 6;7063;Oggau am Neusiedler See;öffentl.;4;63;41;22;AHS;101016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Kurzwiese;7000;Eisenstadt;0
VS;103111;Volksschule;1854461.1,6078836.71;Schulgasse 6;7063;Oggau am Neusiedler See;öffentl.;4;63;41;22;NMSH;101012;Mittelschule;Neue Mittelschule an Hauptschulen;Rosental;7001;Eisenstadt;0
VS;103111;Volksschule;1854461.1,6078836.71;Schulgasse 6;7063;Oggau am Neusiedler See;öffentl.;4;63;41;22;AHS;101036;Gymnasium der Diözese Eisenstadt;AHS-Unterstufe;Wolfgarten;7001;Eisenstadt;0
VS;103121;Volksschule;1850320.53,6079226.88;Oslip, Hauptstraße 8;7064;Oslip;öffentl.;2;35;22;13;AHS;101016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Kurzwiese;7000;Eisenstadt;0
VS;103121;Volksschule;1850320.53,6079226.88;Oslip, Hauptstraße 8;7064;Oslip;öffentl.;2;35;22;13;NMSH;102012;Mittelschule;Neue Mittelschule an Hauptschulen;Baumgartengasse 15;7071;Rust;0
VS;103121;Volksschule;1850320.53,6079226.88;Oslip, Hauptstraße 8;7064;Oslip;öffentl.;2;35;22;13;NMSH;101022;Private römisch-katholische Mittelschule des Vereins der Schulen der Schwestern vom Göttlichen Erlöser;Neue Mittelschule an Hauptschulen;Oberberg, Kalvarienbergplatz 8;7000;Eisenstadt;0
VS;103121;Volksschule;1850320.53,6079226.88;Oslip, Hauptstraße 8;7064;Oslip;öffentl.;2;35;22;13;NMSH;103032;Mittelschule;Neue Mittelschule an Hauptschulen;Haydnplatz 2;7011;Siegendorf;0
VS;103131;Volksschule;1858354.33,6093084.61;Landsatzgasse 10;7083;Purbach am Neusiedler See;öffentl.;6;101;52;49;AHS;101016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Kurzwiese;7000;Eisenstadt;11
VS;103131;Volksschule;1858354.33,6093084.61;Landsatzgasse 10;7083;Purbach am Neusiedler See;öffentl.;6;101;52;49;NMSH;103022;Mittelschule;Neue Mittelschule an Hauptschulen;Schmalkräftengasse 20;7083;Purbach am Neusiedler See;7
VS;103131;Volksschule;1858354.33,6093084.61;Landsatzgasse 10;7083;Purbach am Neusiedler See;öffentl.;6;101;52;49;NMSH;101022;Private römisch-katholische Mittelschule des Vereins der Schulen der Schwestern vom Göttlichen Erlöser;Neue Mittelschule an Hauptschulen;Oberberg, Kalvarienbergplatz 8;7000;Eisenstadt;0
VS;103131;Volksschule;1858354.33,6093084.61;Landsatzgasse 10;7083;Purbach am Neusiedler See;öffentl.;6;101;52;49;AHS;101036;Gymnasium der Diözese Eisenstadt;AHS-Unterstufe;Wolfgarten;7001;Eisenstadt;0
VS;103131;Volksschule;1858354.33,6093084.61;Landsatzgasse 10;7083;Purbach am Neusiedler See;öffentl.;6;101;52;49;NMSH;107062;Sportmittelschule;Neue Mittelschule an Hauptschulen;Sportzentrum 3;7100;Neusiedl am See;0
VS;103141;Volksschule;1848503.98,6074174.25;Hauptplatz 5;7062;Sankt Margarethen im Burgenland;öffentl.;4;66;44;22;NMSH;101022;Private römisch-katholische Mittelschule des Vereins der Schulen der Schwestern vom Göttlichen Erlöser;Neue Mittelschule an Hauptschulen;Oberberg, Kalvarienbergplatz 8;7000;Eisenstadt;0
VS;103141;Volksschule;1848503.98,6074174.25;Hauptplatz 5;7062;Sankt Margarethen im Burgenland;öffentl.;4;66;44;22;NMSH;102012;Mittelschule;Neue Mittelschule an Hauptschulen;Baumgartengasse 15;7071;Rust;0
VS;103141;Volksschule;1848503.98,6074174.25;Hauptplatz 5;7062;Sankt Margarethen im Burgenland;öffentl.;4;66;44;22;AHS;101016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Kurzwiese;7000;Eisenstadt;0
VS;103141;Volksschule;1848503.98,6074174.25;Hauptplatz 5;7062;Sankt Margarethen im Burgenland;öffentl.;4;66;44;22;AHS;101036;Gymnasium der Diözese Eisenstadt;AHS-Unterstufe;Wolfgarten;7001;Eisenstadt;0
VS;103141;Volksschule;1848503.98,6074174.25;Hauptplatz 5;7062;Sankt Margarethen im Burgenland;öffentl.;4;66;44;22;SS;101013;Allgemeine Sonderschule Sonderpädagogisches Zentrum;Neue Mittelschule an Hauptschulen;Neusiedler Straße 58 A;7000;Eisenstadt;0
VS;103141;Volksschule;1848503.98,6074174.25;Hauptplatz 5;7062;Sankt Margarethen im Burgenland;öffentl.;4;66;44;22;NMSH;103032;Mittelschule;Neue Mittelschule an Hauptschulen;Haydnplatz 2;7011;Siegendorf;0
VS;103151;Volksschule;1850463.06,6082409.25;Schulstraße 4;7081;Schützen am Gebirge;öffentl.;4;63;39;24;AHS;101016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Kurzwiese;7000;Eisenstadt;0
VS;103151;Volksschule;1850463.06,6082409.25;Schulstraße 4;7081;Schützen am Gebirge;öffentl.;4;63;39;24;NMSH;101012;Mittelschule;Neue Mittelschule an Hauptschulen;Rosental;7001;Eisenstadt;0
VS;103151;Volksschule;1850463.06,6082409.25;Schulstraße 4;7081;Schützen am Gebirge;öffentl.;4;63;39;24;AHS;101036;Gymnasium der Diözese Eisenstadt;AHS-Unterstufe;Wolfgarten;7001;Eisenstadt;0
VS;103151;Volksschule;1850463.06,6082409.25;Schulstraße 4;7081;Schützen am Gebirge;öffentl.;4;63;39;24;NMSH;101022;Private römisch-katholische Mittelschule des Vereins der Schulen der Schwestern vom Göttlichen Erlöser;Neue Mittelschule an Hauptschulen;Oberberg, Kalvarienbergplatz 8;7000;Eisenstadt;0
VS;103151;Volksschule;1850463.06,6082409.25;Schulstraße 4;7081;Schützen am Gebirge;öffentl.;4;63;39;24;NMSH;103022;Mittelschule;Neue Mittelschule an Hauptschulen;Schmalkräftengasse 20;7083;Purbach am Neusiedler See;0
VS;103161;Volksschule;1842046.44,6070872.73;Haydnplatz 1;7011;Siegendorf;öffentl.;10;154;86;68;NMSH;103032;Mittelschule;Neue Mittelschule an Hauptschulen;Haydnplatz 2;7011;Siegendorf;19
VS;103161;Volksschule;1842046.44,6070872.73;Haydnplatz 1;7011;Siegendorf;öffentl.;10;154;86;68;AHS;101016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Kurzwiese;7000;Eisenstadt;13
VS;103161;Volksschule;1842046.44,6070872.73;Haydnplatz 1;7011;Siegendorf;öffentl.;10;154;86;68;AHS;101036;Gymnasium der Diözese Eisenstadt;AHS-Unterstufe;Wolfgarten;7001;Eisenstadt;0
VS;103161;Volksschule;1842046.44,6070872.73;Haydnplatz 1;7011;Siegendorf;öffentl.;10;154;86;68;NMSH;101022;Private römisch-katholische Mittelschule des Vereins der Schulen der Schwestern vom Göttlichen Erlöser;Neue Mittelschule an Hauptschulen;Oberberg, Kalvarienbergplatz 8;7000;Eisenstadt;0
VS;103161;Volksschule;1842046.44,6070872.73;Haydnplatz 1;7011;Siegendorf;öffentl.;10;154;86;68;AHS;106016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Hochstraße 1;7210;Mattersburg;0
VS;103171;Volksschule;1827370.72,6078951.6;Schulplatz 3;7035;Steinbrunn;öffentl.;11;162;81;81;NMSH;101022;Private römisch-katholische Mittelschule des Vereins der Schulen der Schwestern vom Göttlichen Erlöser;Neue Mittelschule an Hauptschulen;Oberberg, Kalvarienbergplatz 8;7000;Eisenstadt;8
VS;103171;Volksschule;1827370.72,6078951.6;Schulplatz 3;7035;Steinbrunn;öffentl.;11;162;81;81;AHS;101016;Bundesgymnasium und Bundesrealgymnasium;AHS-Unterstufe;Kurzwiese;7000;Eisenstadt;7
VS;103171;Volksschule;1827370.72,6078951.6;Schulplatz 3;7035;Steinbrunn;öffentl.;11;162;81;81;AHS;101036;Gymnasium der Diözese Eisenstadt;AHS-Unterstufe;Wolfgarten;7001;Eisenstadt;0
VS;103171;Volksschule;1827370.72,6078951.6;Schulplatz 3;7035;Steinbrunn;öffentl.;11;162;81;81;VS;103171;Volksschule;Wiederholung der Schulstufe im gleichen Schultyp;Schulplatz 3;7035;Steinbrunn;0
VS;103171;Volksschule;1827370.72,6078951.6;Schulplatz 3;7035;Steinbrunn;öffentl.;11;162;81;81;NMSH;103012;Mittelschule;Neue Mittelschule an Hauptschulen;Hauptstraße 32;2491;Neufeld an der Leitha;0
VS;103171;Volksschule;1827370.72,6078951.6;Schulplatz 3;7035;Steinbrunn;öffentl.;11;162;81;81;NMSH;910072;Mittelschule;Neue Mittelschule an Hauptschulen;Absberggasse 50;1100;Wien;0
VS;103171;Volksschule;1827370.72,6078951.6;Schulplatz 3;7035;Steinbrunn;öffentl.;11;162;81;81;NMSH;106022;Mittelschule;Neue Mittelschule an Hauptschulen;Kirchplatz 1;7201;Neudörfl;0
