type;skz;desc;coords;street;zip;city;keeper;classes;pupils;male;female;score;AHS-Unterstufe;Neue Mittelschule an AHS;Neue Mittelschule an Hauptschulen;Sonderschulen;Sonst. allgemeinbild. (Statut)Schulen;Wiederholung der Schulstufe im gleichen Schultyp
VS;308151;Volksschule;1865836.5,6209260.59;Hauskirchen 106;2184;Hauskirchen;öffentl.;2;37;18;19;0.04826254826254826;1;;19;;;1
VS;315041;Volksschule;1722221.3,6127442.53;Kirchenplatz 5;3232;Bischofstetten;öffentl.;2;37;21;16;0.04826254826254826;1;;2;;;
VS;416121;Volksschule;1599839.24,6176070.62;Kaindorf 1;4204;Haibach im Mühlkreis;öffentl.;2;37;15;22;0.04826254826254826;1;;2;;;
VS;418151;Volksschule;1547420.8,6137775.81;Gemeindeplatz 6;4632;Pichl bei Wels;öffentl.;9;148;67;81;0.04826254826254826;4;;15;;;1
VS;612771;Volksschule;1552085.55,6013559.31;Stein an der Enns 73;8961;Sölk;öffentl.;2;37;21;16;0.04826254826254826;1;;10;;;
VS;621341;Volksschule;1677855.02,6025027.01;Pichl-Großdorf 25;8612;Tragöß-Sankt Katharein;öffentl.;2;37;18;19;0.04826254826254826;1;;2;;;
VS;703051;Volksschule;1259122.17,5980489.56;Kirchplatz 5;6091;Götzens;öffentl.;8;148;82;66;0.04826254826254826;4;;34;;1;1
VS;705041;Volksschule;1339727.64,6009183.4;Auffach 173;6313;Wildschönau;öffentl.;2;37;24;13;0.04826254826254826;1;;7;;;
VS;705311;Volksschule;1345641.82,6015670.63;Niederau 100, Wildschönauerstraße;6314;Wildschönau;öffentl.;5;74;41;33;0.04826254826254826;2;;17;1;;
VS;706431;Volksschule;1186109.05,5974177.98;Oberhäuser 2;6491;Schönwies;öffentl.;5;74;39;35;0.04826254826254826;2;;13;;;
VS;915021;Volksschule;1818191.13,6139284.99;Friedrichsplatz 5;1150;Wien;öffentl.;19;336;182;154;0.047831632653061215;9;3;41;;;1
VS;315491;Volksschule;1705687.52,6114252.86;Texing 19;3242;Texingtal;öffentl.;4;75;34;41;0.047619047619047616;2;;23;;;1
VS;318531;Volksschule;1783295.82,6058501.44;Kreuzäckergasse 9;2630;Ternitz;öffentl.;8;150;87;63;0.047619047619047616;4;;25;1;1;2
VS;325501;Volksschule;1677083.65,6218823.04;Am Schulberg 4;3931;Schweiggers;öffentl.;5;75;39;36;0.047619047619047616;2;;23;1;;
VS;910221;Praxisvolksschule der Pädagogischen Hochschule in Wien (910660);1822754.53,6134312.03;Grenzackerstraße 18;1100;Wien;öffentl.;9;188;87;101;0.04749240121580547;5;;31;1;;
VS;921161;Volksschule;1825774.99,6148888.19;Prießnitzgasse 1/I;1210;Wien;öffentl.;12;265;143;122;0.04716981132075471;7;;21;2;;10
VS;209081;Volksschule Jakling;1652638.06,5903172.24;Jakling 130;9433;St. Andrä;öffentl.;4;76;32;44;0.04699248120300751;2;;4;;;
VS;303051;Volksschule;1636560.9,6104883.21;Sankt Georgnerstraße 34;3340;Waidhofen an der Ybbs;öffentl.;2;38;24;14;0.04699248120300751;1;;4;;;
VS;318521;Volksschule;1763063.29,6056457.13;Schulgasse 23;2651;Reichenau an der Rax;öffentl.;4;76;40;36;0.04699248120300751;2;;13;;;
VS;323451;Volksschule;1793587.2,6074844.86;Frauenbachgasse 366;2722;Winzendorf-Muthmannsdorf;öffentl.;4;76;38;38;0.04699248120300751;2;;15;1;;1
VS;412291;Volksschule;1501482.38,6130609.12;Pramet 53;4925;Pramet;öffentl.;2;38;21;17;0.04699248120300751;1;;2;;;
VS;415231;Volksschule;1588218.3,6122066.3;Gemeindeplatz 3;4521;Schiedlberg;öffentl.;5;76;40;36;0.04699248120300751;2;;6;;;
VS;503451;Volksschule;1473431.88,6096759.82;Sighartstein;5202;Neumarkt am Wallersee;öffentl.;9;152;82;70;0.04699248120300751;4;;25;;;
VS;504211;Volksschule;1482716.87,5987252.64;Dorf 71;5603;Kleinarl;öffentl.;2;38;24;14;0.04699248120300751;1;;2;;;
VS;703061;Volksschule;1242019.55,5974178.41;Gries im Sellrain 20;6182;Gries im Sellrain;öffentl.;2;38;23;15;0.04699248120300751;1;;1;;;
VS;703791;Volksschule;1291928.1,5986860.82;Wattenberg 23;6113;Wattenberg;öffentl.;2;38;21;17;0.04699248120300751;1;;8;;;
VS;708181;Volksschule;1189525.77,6019609.4;Kirchweg 8;6604;Höfen;öffentl.;2;38;18;20;0.04699248120300751;1;;8;;;
VS;708261;Volksschule;1211930.68,6007540.32;Innsbrucker Straße 16;6631;Lermoos;öffentl.;2;38;20;18;0.04699248120300751;1;;8;;;
VS;709181;Volksschule;1299198.15,5987709.88;Innerweerberg 10;6133;Weerberg;öffentl.;2;38;20;18;0.04699248120300751;1;;2;;;
VS;804431;Praxisvolksschule der Pädagogischen Hochschule in Vorarlberg (804660);1067545.6,5980345.64;Liechtensteiner Straße 33-37;6800;Feldkirch;öffentl.;4;76;38;38;0.04699248120300751;2;;12;;;
VS;911061;Volksschule;1826730.27,6137323.37;Molitorgasse 11;1110;Wien;öffentl.;11;228;118;110;0.04699248120300751;6;;44;;;1
VS;207331;Volksschule;1549791.53,5870160.33;Latschach, Rosentalstraße 8;9582;Finkenstein am Faaker See;öffentl.;5;77;39;38;0.04638218923933209;2;;2;;;1
VS;312021;Volksschule;1828857.9,6166542.64;Schulgasse 30;2202;Enzersfeld im Weinviertel;öffentl.;5;77;31;46;0.04638218923933209;2;;12;;;1
VS;606551;Volksschule;1719721.35,5929760.85;Kalvarienbergstraße 7;8142;Wundschuh;öffentl.;4;77;46;31;0.04638218923933209;2;;3;;;
VS;703741;Volksschule;1284029.87,5984418;Angererweg 1;6075;Tulfes;öffentl.;4;77;39;38;0.04638218923933209;2;;3;;;
VS;703801;Volksschule (Am Kirchplatz);1289461.76,5990227.09;Dr.-Karl-Stainer-Straße 27;6112;Wattens;öffentl.;11;193;109;84;0.046262028127313094;5;;35;2;;1
VS;703311;Volksschule;1246567.13,5995686.5;Römerweg 582;6100;Seefeld in Tirol;öffentl.;7;116;60;56;0.04618226600985221;3;;33;;;
VS;317091;Volksschule;1816860.2,6117401.45;Dr.-Karl-Renner-Straße 27;2353;Guntramsdorf;öffentl.;8;155;87;68;0.046082949308755755;4;;22;1;;
VS;105051;Volksschule;1809225.21,5940379.61;Schulstraße 1;7561;Heiligenkreuz im Lafnitztal;öffentl.;2;39;21;18;0.045787545787545784;1;;2;;;
VS;107271;Volksschule;1865580.77,6098692.11;Bergäckerstraße 2-8;7092;Winden am See;öffentl.;2;39;26;13;0.045787545787545784;1;;4;;;
VS;109591;Volksschule;1803927.56,5994035.89;Unterschützen 29;7400;Oberwart;öffentl.;2;39;19;20;0.045787545787545784;1;;1;;;
VS;207501;Volksschule Stadelbach;1529011.43,5887384.71;Stadelbach, Drautalstraße 10;9722;Weißenstein;öffentl.;2;39;21;18;0.045787545787545784;1;;2;;;1
VS;209301;Volksschule;1655186.28,5893522.38;Hauptstraße 31;9470;St. Paul im Lavanttal;öffentl.;4;78;38;40;0.045787545787545784;2;;19;;;1
VS;302081;Volksschule;1741462.47,6137291.18;Stattersdorfer Hauptstraße 109;3100;St. Pölten;öffentl.;4;78;41;37;0.045787545787545784;2;;4;;;
VS;303041;Volksschule;1638415.92,6099805.57;Konradsheim 2;3340;Waidhofen an der Ybbs;öffentl.;2;39;19;20;0.045787545787545784;1;;9;;;
VS;311021;Volksschule;1727671.18,6223031.57;Brunn an der Wild 100;3595;Brunn an der Wild;öffentl.;2;39;21;18;0.045787545787545784;1;;4;;;
VS;312291;Volksschule;1835067.78,6162102.36;Seyring, Schloss Straße 13;2201;Gerasdorf bei Wien;öffentl.;4;78;40;38;0.045787545787545784;2;1;2;;;1
VS;313261;Volksschule;1719792.98,6205663.12;Krumau am Kamp 38;3543;Krumau am Kamp;öffentl.;2;39;25;14;0.045787545787545784;1;;7;;;
VS;316521;Volksschule Kreuttal;1833885.65,6179398.12;Unterolberndorf, Kirchenplatz 2;2123;Kreuttal;öffentl.;2;39;24;15;0.045787545787545784;1;;3;1;;
VS;407401;Volksschule;1554546.06,6092850.3;Viechtwang 19;4644;Scharnstein;öffentl.;4;78;42;36;0.045787545787545784;2;;14;;;
VS;408251;Volksschule;1541683.79,6149967.8;Pollham 34;4710;Pollham;öffentl.;2;39;27;12;0.045787545787545784;1;;3;;;
VS;413071;Volksschule Heinrichsberg;1540039.17,6212996.68;Stift am Grenzbach 42;4155;Nebelberg;öffentl.;2;39;19;20;0.045787545787545784;1;;2;;;
VS;413151;Volksschule;1551594.22,6180972.75;Hauptstraße 10;4131;Kirchberg ob der Donau;öffentl.;2;39;16;23;0.045787545787545784;1;;1;;;
VS;505151;Volksschule;1529558.4,5960519.1;Am Dorfplatz 11;5585;Unternberg;öffentl.;2;39;14;25;0.045787545787545784;1;;2;;;
VS;612161;Volksschule Landl;1640570.03,6049661.75;Kirchenlandl 151;8931;Großreifling;öffentl.;2;39;20;19;0.045787545787545784;1;;10;;;
VS;612781;Volksschule;1559910.89,6034156.63;Tauplitz 52;8982;Bad Mitterndorf;öffentl.;2;39;23;16;0.045787545787545784;1;;2;;;
VS;620221;Volksschule;1614089.37,5975756.49;Sankt Georgen ob Judenburg 12;8756;Sankt Georgen ob Judenburg;öffentl.;2;39;14;25;0.045787545787545784;1;;1;;;
VS;622011;Volksschule;1786577.97,5952793.1;Altenmarkt 2;8280;Fürstenfeld;öffentl.;2;39;24;15;0.045787545787545784;1;;1;;;
VS;703091;Volksschule;1245908.28,5986946.12;Mühlweg 12;6401;Inzing;öffentl.;11;195;112;83;0.045787545787545784;5;;36;;;
VS;703811;Volksschule (Im Höralt);1289954.42,5989613.96;Höraltstraße 4;6112;Wattens;öffentl.;8;156;87;69;0.045787545787545784;4;;12;;;
VS;707021;Volksschule;1412839.24,5920026.31;Ainet 17;9951;Ainet;öffentl.;2;39;23;16;0.045787545787545784;1;;8;;;
VS;401051;Volksschule 8 Goetheschule;1591209.63,6156459.96;Südtirolerstraße 13-15;4020;Linz;öffentl.;10;196;103;93;0.045553935860058306;5;;17;;;1
VS;416021;Volksschule;1597653.4,6169079.35;Schulstraße 16;4203;Altenberg bei Linz;öffentl.;12;236;131;105;0.04539951573849879;6;;38;;;1
VS;207341;Volksschule;1555501.05,5871235.93;Ledenitzen, Forstweg 9;9581;Finkenstein am Faaker See;öffentl.;6;79;41;38;0.04520795660036166;2;;3;;;
VS;307061;Volksschule;1863683.57,6116220.22;Schulgasse 43;2464;Göttlesbrunn-Arbesthal;öffentl.;4;79;40;39;0.04520795660036166;2;;4;;;
VS;318431;Volksschule;1786373.97,6058846.22;Triester Straße 20;2630;Ternitz;öffentl.;4;79;33;46;0.04520795660036166;2;;10;;;
VS;417471;Volksschule;1510789.96,6090249.36;Römergasse 11;4852;Weyregg am Attersee;öffentl.;5;79;40;39;0.04520795660036166;2;;10;;;
VS;620191;Volksschule;1622920.12,5978157.35;Schulgasse 3;8761;Pöls;öffentl.;4;79;42;37;0.04520795660036166;2;;12;;;
VS;203011;Volksschule;1455611.93,5887129.23;Dellach 122;9635;Dellach;öffentl.;2;40;22;18;0.044642857142857144;1;;8;;;
VS;205481;Volksschule;1598100.03,5937221.35;St. Salvator, Fürst Salmstraße 9;9361;Friesach;öffentl.;2;40;21;19;0.044642857142857144;1;;8;;;
VS;305451;Volksschule;1630786.29,6130774.22;Schulplatz 3;3314;Strengberg;öffentl.;8;120;55;65;0.044642857142857144;3;;23;;;1
VS;314061;Volksschule;1769669.78,6110560.1;Markt 150;2572;Kaumberg;öffentl.;2;40;21;19;0.044642857142857144;1;;1;;;
VS;315121;Volksschule;1689993.09,6141080.63;Schulstraße 2;3381;Golling an der Erlauf;öffentl.;2;40;21;19;0.044642857142857144;1;;1;;;2
VS;407151;Volksschule;1519110.98,6033284.98;Salzbergstraße 175;4830;Hallstatt;öffentl.;2;40;16;24;0.044642857142857144;1;;9;;;
VS;413351;Volksschule;1539130.74,6190954.09;Pfarrkirchen im Mühlkreis 31;4141;Pfarrkirchen im Mühlkreis;öffentl.;2;40;21;19;0.044642857142857144;1;;13;;;
VS;503081;Volksschule;1466433.1,6072375.61;Florianstraße 9;5323;Ebenau;öffentl.;5;80;42;38;0.044642857142857144;2;;12;;;
VS;506081;Volksschule;1433212.53,5989248.53;Sankt Georgen, Schulstraße 7;5662;Gries, Pinzgau;öffentl.;2;40;23;17;0.044642857142857144;1;;2;;;
VS;601051;Volksschule Graz - Karl Morre;1714403.1,5952978.34;Karl-Morre-Straße 58;8020;Graz;öffentl.;9;200;109;91;0.044642857142857144;5;1;27;;;1
VS;611241;Volksschule;1672240.11,5997259.48;Schulgasse 1;8770;Sankt Michael in Obersteiermark;öffentl.;8;120;65;55;0.044642857142857144;3;;10;1;;
VS;612031;Volksschule;1630876.65,6060792.91;Altenmarkt 45;8934;Altenmarkt bei Sankt Gallen;öffentl.;2;40;18;22;0.044642857142857144;1;;8;;;
VS;616251;Volksschule;1689381.95,5958728.37;Södingberg 35 A;8152;Geistthal-Södingberg;öffentl.;2;40;10;30;0.044642857142857144;1;;2;;;
VS;622031;Volksschule;1792029.16,5966057.78;Burgau 260;8291;Burgau;öffentl.;2;40;17;23;0.044642857142857144;1;;1;1;;
VS;703101;Volksschule;1254685.53,5983985.69;Bahnhofstraße 9;6175;Kematen in Tirol;öffentl.;9;161;88;73;0.04436557231588287;4;;24;;;1
VS;417091;Volksschule;1525666.9,6115658.73;Bach 14;4690;Rutzenham;öffentl.;8;121;67;54;0.04427390791027155;3;;5;;;
VS;315151;Volksschule;1715646.36,6132820.76;Kirchenplatz 6;3383;Hürm;öffentl.;4;81;44;37;0.044091710758377416;2;;14;;;
VS;401011;Volksschule 1;1590633.12,6155824.62;Tegetthoffstraße 23;4020;Linz;öffentl.;5;81;44;37;0.044091710758377416;2;;14;;;
VS;407391;Volksschule;1533659.17,6082611.17;Mitterndorf 10;4801;Traunkirchen;öffentl.;5;81;38;43;0.044091710758377416;2;;11;;;
VS;416181;Volksschule;1583515.45,6184534.7;Vorstadt 3;4181;Oberneukirchen;öffentl.;5;81;47;34;0.044091710758377416;2;;12;;;
VS;701271;Praxisvolksschule der Pädagogischen Hochschule in Tirol (701660);1268523.71,5983534.79;Pastorstraße 7;6020;Innsbruck;öffentl.;8;162;68;94;0.044091710758377416;4;;16;;;
VS;704051;Volksschule;1396150.19,6020238.51;Kirchweg 7;6391;Fieberbrunn;öffentl.;4;81;38;43;0.044091710758377416;2;;11;;;1
VS;204351;Volksschule;1608619.7,5885347.66;Hauptplatz 3;9130;Poggersdorf;öffentl.;8;122;75;47;0.04391100702576112;3;;5;;;
VS;323071;Volksschule;1805257.66,6061590.89;Hauptstraße 13;2822;Bad Erlach;öffentl.;7;122;68;54;0.04391100702576112;3;;20;;;1
VS;323181;Volksschule;1807721.65,6064493.99;Schulgasse 8;2821;Lanzenkirchen;öffentl.;8;163;82;81;0.04382120946538124;4;;24;1;;
VS;108361;Volksschule;1837559.27,6014948.89;Schulgasse 3;7451;Oberloisdorf;öffentl.;2;41;21;20;0.04355400696864111;1;;2;;;
VS;203041;Volksschule;1460015.09,5885272.57;Gundersheim 68;9634;Kirchbach;öffentl.;2;41;22;19;0.04355400696864111;1;;11;;;
VS;203241;Volksschule;1475559.74,5891274.67;Weißbriach 98;9622;Gitschtal;öffentl.;2;41;20;21;0.04355400696864111;1;;7;;;
VS;206091;Volksschule;1511569.85,5929634.6;Eisentratten 13;9861;Krems in Kärnten;öffentl.;2;41;22;19;0.04355400696864111;1;;4;;;
VS;302051;Volksschule;1740917.05,6133769.56;Salcherstraße 41;3104;Sankt Pölten-Harland;öffentl.;4;82;43;39;0.04355400696864111;2;;8;;;
VS;318201;Volksschule;1790936.11,6032899.83;Schulgasse 26;2870;Aspang-Markt;öffentl.;4;82;41;41;0.04355400696864111;2;;7;;;
VS;323321;Volksschule;1820093.54,6046656.65;Markt 45;2803;Schwarzenbach;öffentl.;2;41;14;27;0.04355400696864111;1;;8;;;
VS;407421;Volksschule;1496335.29,6063780.48;Markt 159;5360;St. Wolfgang im Salzkammergut;öffentl.;2;41;25;16;0.04355400696864111;1;;11;;;
VS;408141;Volksschule;1526771.34,6153852.47;Hauptstraße 22b;4720;Kallham;öffentl.;5;82;45;37;0.04355400696864111;2;;18;;;
VS;408311;Volksschule;1545307.98,6154466.25;Sankt Thomas 19;4732;St. Thomas;öffentl.;2;41;21;20;0.04355400696864111;1;;1;;;
VS;411201;Volksschule;1617398.01,6151611.57;Schulstraße 2;4312;Ried in der Riedmark;öffentl.;11;205;119;86;0.04355400696864111;5;;35;1;;
VS;412371;Volksschule;1511192.49,6150919.58;Schulstraße 4;4753;Taiskirchen im Innkreis;öffentl.;5;82;39;43;0.04355400696864111;2;;12;;;
VS;503291;Volksschule;1466455.71,6083440.79;Kraiwiesen;5301;Eugendorf;öffentl.;3;41;21;20;0.04355400696864111;1;;16;;;
VS;504351;Volksschule;1466609.26,6023143.02;Rainlehenstraße 1;5451;Tenneck;öffentl.;2;41;19;22;0.04355400696864111;1;;9;;;
VS;506071;Volksschule;1427599.84,5979108.53;Fusch an der Großglocknerstraße 125;5672;Fusch an der Großglocknerstraße;öffentl.;2;41;15;26;0.04355400696864111;1;;8;;;
VS;603211;Volksschule;1714340.56,5919053.85;Schulweg 2;8504;Preding;öffentl.;5;82;42;40;0.04355400696864111;2;;23;;;
VS;620281;Volksschule Unzmarkt-Frauenburg;1608082.84,5975433.46;Schulstraße 10;8800;Unzmarkt;öffentl.;3;41;21;20;0.04355400696864111;1;;8;;;
VS;703201;Volksschule;1241654.7,6003136.12;Weidach 276A;6105;Leutasch;öffentl.;4;82;37;45;0.04355400696864111;2;;13;;;1
VS;706121;Volksschule;1170349.18,5965053.71;Grins 69;6591;Grins;öffentl.;2;41;21;20;0.04355400696864111;1;;15;;;
VS;706381;Volksschule;1170104.32,5963732.68;Nummer 87;6551;Pians;öffentl.;3;41;16;25;0.04355400696864111;1;;13;;;1
VS;804021;Volksschule;1081941.94,5978285.63;Dorfstraße 11;6822;Düns;öffentl.;2;41;22;19;0.04355400696864111;1;;2;;;
VS;323361;Volksschule;1803741.7,6084935.85;Steinabrückl, Hauptstraße 5;2751;Wöllersdorf-Steinabrückl;öffentl.;8;165;83;82;0.04329004329004329;4;;19;;;
VS;318031;Volksschule;1796745.03,6040262.11;Markt 12;2842;Edlitz;öffentl.;5;83;42;41;0.043029259896729774;2;;24;;;
VS;504381;Volksschule;1468094.87,6020341.25;Markt 22;5450;Werfen;öffentl.;6;83;39;44;0.043029259896729774;2;;9;;;
VS;417341;Volksschule;1514811.75,6098181.31;Gmundnerstraße 21;4861;Schörfling am Attersee;öffentl.;8;125;59;66;0.04285714285714285;3;;24;;;
VS;914061;Volksschule;1816024.79,6139804.94;Lortzinggasse 2;1140;Wien;öffentl.;14;250;137;113;0.04285714285714285;6;2;26;1;;2
VS;921181;Volksschule;1824361.44,6151596.89;Schillgasse 31;1210;Wien;öffentl.;13;293;157;136;0.04266211604095563;7;;33;1;;1
VS;107111;Volksschule;1869643.36,6100176.78;Untere Hauptstraße 42;7093;Jois;öffentl.;2;42;15;27;0.04251700680272108;1;;4;;;
VS;206371;Volksschule;1485833.34,5918626.44;Mühldorf 238;9814;Mühldorf;öffentl.;2;42;19;23;0.04251700680272108;1;;3;;;1
VS;207421;Volksschule;1518285.2,5895613.04;Bahnhofstraße 7;9711;Paternion;öffentl.;2;42;20;22;0.04251700680272108;1;;1;;;1
VS;305171;Volksschule;1615985.16,6119688.89;Vestenthal 7;4431;Haidershofen;öffentl.;4;84;45;39;0.04251700680272108;2;;17;;;
VS;309021;Volksschule;1679838.56,6246280.94;Amaliendorf;3872;Amaliendorf-Aalfang;öffentl.;2;42;23;19;0.04251700680272108;1;;1;;;
VS;310121;Volksschule;1786333.87,6215234.2;Schüttkastenweg 1;2042;Guntersdorf;öffentl.;2;42;23;19;0.04251700680272108;1;;9;;;
VS;315521;Volksschule;1698367.78,6137594.15;Pöchlarnerstraße 9;3393;Zelking-Matzleinsdorf;öffentl.;2;42;17;25;0.04251700680272108;1;;2;;;
VS;319041;Volksschule;1767896.79,6124829.97;Laaben 66;3053;Brand-Laaben;öffentl.;2;42;23;19;0.04251700680272108;1;;8;;;
VS;322181;Volksschule;1691259.41,6248438.36;Pfaffenschlag 32;3834;Pfaffenschlag bei Waidhofen/Thaya;öffentl.;2;42;24;18;0.04251700680272108;1;;1;;;
VS;325561;Volksschule;1698829.07,6193900.22;Waldhausen 54;3914;Waldhausen;öffentl.;3;42;21;21;0.04251700680272108;1;;4;;;
VS;503161;Volksschule;1487902.78,6067761.13;Aberseestraße 139;5340;Sankt Gilgen;öffentl.;5;84;44;40;0.04251700680272108;2;;13;;1;
VS;610321;Volksschule;1743468.99,5912226.41;Sankt Nikolai ob Draßling 128;8422;Sankt Veit in der Südsteiermark;öffentl.;2;42;27;15;0.04251700680272108;1;;9;;;
VS;705451;Volksschule Unterlangkampfen;1347024.86,6031973.46;Bürgerstraße 14;6336;Langkampfen;öffentl.;5;84;42;42;0.04251700680272108;2;;8;;;
VS;709101;Volksschule;1308749.19,6001657.14;Hof 58;6222;Gallzein;öffentl.;2;42;22;20;0.04251700680272108;1;;2;;;
VS;801321;Volksschule;1073588.49,5975633.15;Haldenerstr. 17;6820;Nenzing;öffentl.;2;42;17;25;0.04251700680272108;1;;3;;;
VS;802221;Volksschule Doren;1099702.72,6022850.78;Kirchdorf 2;6933;Doren;öffentl.;4;42;25;17;0.04251700680272108;1;;12;;;
VS;804321;Volksschule;1082823.12,5977019.43;Schnifis 57;6822;Schnifis;öffentl.;3;42;22;20;0.04251700680272108;1;;4;;;
VS;201131;Volksschule 13;1592840.37,5883449.44;Akazienhofstraße 36;9020;Klagenfurt am Wörthersee;öffentl.;13;295;161;134;0.0423728813559322;7;;13;;;1
VS;915061;Volksschule;1817096.13,6139556.18;Selzergasse 19;1150;Wien;öffentl.;9;169;98;71;0.04226542688081149;4;1;25;1;;1
VS;418031;Volksschule;1560510.29,6144000.53;Schulstraße 2;4611;Buchkirchen;öffentl.;8;127;74;53;0.0421822272215973;3;;23;;;
VS;702021;Volksschule;1220498.29,5992238.36;Barwies 273a;6414;Mieming;öffentl.;5;85;44;41;0.04201680672268907;2;;12;;;
VS;410381;Volksschule Haag;1588727.73,6151971.69;Herderstraße 36;4060;Leonding;öffentl.;13;256;123;133;0.04185267857142857;6;;24;;;
VS;910111;Volksschule;1822843.74,6136667.45;Keplerplatz 7;1100;Wien;öffentl.;12;257;137;120;0.04168982768204558;6;1;27;1;;9
VS;606061;Volksschule;1719290.47,5943965.28;Triesterstraße 51 A;8073;Feldkirchen bei Graz;öffentl.;14;300;146;154;0.041666666666666664;7;1;56;;;
VS;103181;Volksschule;1842132.06,6091142.28;Hofstatt 2;2443;Stotzing;öffentl.;2;43;29;14;0.0415282392026578;1;;3;;;
VS;209281;Volksschule;1647821.02,5918560.2;Weißenbachstraße 60;9412;St. Margarethen im Lavanttal;öffentl.;6;86;47;39;0.0415282392026578;2;;11;;;
VS;313461;Volksschule;1730787.83,6207126.2;St. Leonhard am Hornerwald 61;3572;St. Leonhard am Hornerwald;öffentl.;2;43;20;23;0.0415282392026578;1;;2;;;
VS;315091;Volksschule;1690229.98,6137781.8;Schulstraße 17;3253;Erlauf;öffentl.;2;43;22;21;0.0415282392026578;1;;9;;;
VS;315501;Volksschule;1699417.93,6155103.15;Schulstraße 11/1;3653;Weiten;öffentl.;2;43;22;21;0.0415282392026578;1;;7;;;
VS;323431;Volksschule Weikersdorf am Steinfelde;1797077.88,6074386.23;Blätterstraße 62;2722;Weikersdorf am Steinfelde;öffentl.;2;43;23;20;0.0415282392026578;1;;2;;;
VS;407121;Volksschule;1553713.59,6082694.1;Kirchenplatz 4;4645;Grünau im Almtal;öffentl.;5;86;53;33;0.0415282392026578;2;;14;;;
VS;612741;Volksschule;1523906.87,6006527.23;Schulgasse 159;8970;Schladming;öffentl.;8;129;71;58;0.0415282392026578;3;;28;;;
VS;802331;Volksschule;1071700.32,6018250;Unterdorf;6973;Höchst;öffentl.;9;175;99;76;0.04081632653061224;4;;22;1;;1
VS;109271;Volksschule;1799168.59,5976222.96;Marktstraße 58;7532;Litzelsdorf;öffentl.;3;44;24;20;0.040584415584415584;1;;9;;;
VS;308381;Volksschule;1856536.82,6191050.44;Obersulz 217;2224;Sulz im Weinviertel;öffentl.;3;44;16;28;0.040584415584415584;1;;7;;;
VS;316181;Volksschule;1861490.31,6214500.9;Schulstraße 5;2143;Großkrut;öffentl.;2;44;27;17;0.040584415584415584;1;;5;1;;
VS;320181;Volksschule;1692826.93,6100289.63;St. Anton an der Jeßnitz 4;3283;St. Anton an der Jeßnitz;öffentl.;3;44;24;20;0.040584415584415584;1;;2;;;
VS;407261;Volksschule;1553285.76,6089932.15;Mühldorf 16;4644;Scharnstein;öffentl.;8;132;65;67;0.040584415584415584;3;;13;;;1
VS;412061;Volksschule Eitzing;1494885.62,6146982.2;Eitzinger Platz 3;4970;Eitzing;öffentl.;2;44;20;24;0.040584415584415584;1;;2;;;
VS;414151;Volksschule;1504350.41,6201573.5;Freinberg 21;4785;Freinberg;öffentl.;3;44;24;20;0.040584415584415584;1;;1;;;
VS;415101;Volksschule;1613115.69,6108651.51;Kirchenplatz 8;4442;Kleinraming;öffentl.;3;44;22;22;0.040584415584415584;1;;4;;;
VS;603141;Volksschule;1706575.29,5932737.21;Schulgasse 8;8502;Lannach;öffentl.;8;132;89;43;0.040584415584415584;3;;32;;;
VS;614031;Volksschule;1592365.08,5963909.97;Frojacher Straße 20;8841;Teufenbach-Katsch;öffentl.;2;44;22;22;0.040584415584415584;1;;3;;;
VS;621301;Volksschule;1684030.56,6019187.75;Niederdorf 85;8611;Tragöß-Sankt Katharein;öffentl.;3;44;25;19;0.040584415584415584;1;;13;;;
VS;801391;Volksschule;1110158.31,5945598.43;Zamangweg 2;6791;St. Gallenkirch;öffentl.;3;44;21;23;0.040584415584415584;1;;1;;;
